id,tema,escopo,pergunta,indicador,ano,universo,folga_10_11,top10
c0001,paises,África,Quais os países que mais exportam na África?,NE.EXP.GNFS.CD,2024,48,0.105,"1. África do Sul (US$ 127,5 bi) | 2. Marrocos (US$ 67,5 bi) | 3. Egito (US$ 63,7 bi) | 4. Argélia (US$ 53,5 bi) | 5. Líbia (US$ 34,8 bi) | 6. República Democrática do Congo (US$ 34,6 bi) | 7. Angola (US$ 31,8 bi) | 8. Gana (US$ 29,2 bi) | 9. Tunísia (US$ 25,7 bi) | 10. Costa do Marfim (US$ 22,7 bi)"
c0002,paises,Ásia,Quais os países que mais exportam na Ásia?,NE.EXP.GNFS.CD,2024,38,0.4887,"1. China (US$ 3,83 tri) | 2. Singapura (US$ 1,00 tri) | 3. Japão (US$ 921,0 bi) | 4. Coreia do Sul (US$ 831,9 bi) | 5. Índia (US$ 829,8 bi) | 6. Vietnã (US$ 429,5 bi) | 7. Tailândia (US$ 368,8 bi) | 8. Arábia Saudita (US$ 368,6 bi) | 9. Indonésia (US$ 311,5 bi) | 10. Malásia (US$ 301,2 bi)"
c0003,paises,Américas,Quais os países que mais exportam nas Américas?,NE.EXP.GNFS.CD,2024,23,0.0387,"1. Estados Unidos (US$ 3,22 tri) | 2. Canadá (US$ 737,1 bi) | 3. México (US$ 682,5 bi) | 4. Brasil (US$ 392,1 bi) | 5. Chile (US$ 111,1 bi) | 6. Argentina (US$ 97,3 bi) | 7. Peru (US$ 84,3 bi) | 8. Colômbia (US$ 67,6 bi) | 9. Panamá (US$ 38,4 bi) | 10. Equador (US$ 37,8 bi)"
c0004,paises,União Europeia,Quais os países que mais exportam na União Europeia?,NE.EXP.GNFS.CD,2024,27,0.0121,"1. Alemanha (US$ 1,94 tri) | 2. França (US$ 1,07 tri) | 3. Países Baixos (US$ 1,00 tri) | 4. Irlanda (US$ 877,1 bi) | 5. Itália (US$ 770,7 bi) | 6. Espanha (US$ 639,5 bi) | 7. Bélgica (US$ 532,2 bi) | 8. Polônia (US$ 478,9 bi) | 9. Suécia (US$ 329,6 bi) | 10. Dinamarca (US$ 301,4 bi)"
c0005,paises,mundo,Quais os países que mais importam?,NE.IMP.GNFS.CD,2024,163,0.0189,"1. Estados Unidos (US$ 4,11 tri) | 2. China (US$ 3,28 tri) | 3. Alemanha (US$ 1,76 tri) | 4. Reino Unido (US$ 1,17 tri) | 5. França (US$ 1,08 tri) | 6. Japão (US$ 958,4 bi) | 7. Índia (US$ 897,1 bi) | 8. Países Baixos (US$ 867,5 bi) | 9. Singapura (US$ 794,3 bi) | 10. Coreia do Sul (US$ 755,5 bi)"
c0006,paises,Europa,Quais os países que mais importam na Europa?,NE.IMP.GNFS.CD,2024,42,0.1316,"1. Alemanha (US$ 1,76 tri) | 2. Reino Unido (US$ 1,17 tri) | 3. França (US$ 1,08 tri) | 4. Países Baixos (US$ 867,5 bi) | 5. Itália (US$ 721,2 bi) | 6. Irlanda (US$ 622,5 bi) | 7. Suíça (US$ 573,7 bi) | 8. Espanha (US$ 567,6 bi) | 9. Bélgica (US$ 534,8 bi) | 10. Polônia (US$ 442,2 bi)"
c0007,paises,mundo,Quais os países com o maior PIB?,NY.GDP.MKTP.CD,2025,182,0.0172,"1. Estados Unidos (US$ 30,77 tri) | 2. China (US$ 19,50 tri) | 3. Alemanha (US$ 5,05 tri) | 4. Japão (US$ 4,44 tri) | 5. Reino Unido (US$ 4,00 tri) | 6. Índia (US$ 3,96 tri) | 7. França (US$ 3,37 tri) | 8. Rússia (US$ 2,56 tri) | 9. Itália (US$ 2,55 tri) | 10. Canadá (US$ 2,32 tri)"
c0008,paises,África,Quais os países com o maior PIB na África?,NY.GDP.MKTP.CD,2025,52,0.0876,"1. África do Sul (US$ 427,2 bi) | 2. Egito (US$ 365,3 bi) | 3. Nigéria (US$ 290,8 bi) | 4. Argélia (US$ 287,0 bi) | 5. Marrocos (US$ 182,4 bi) | 6. Quênia (US$ 135,9 bi) | 7. Etiópia (US$ 126,4 bi) | 8. Angola (US$ 122,2 bi) | 9. Gana (US$ 114,2 bi) | 10. Costa do Marfim (US$ 99,8 bi)"
c0009,paises,Europa,Quais os países com o maior PIB por habitante na Europa?,NY.GDP.PCAP.CD,2025,38,0.0252,1. Irlanda (US$ 131.592) | 2. Suíça (US$ 114.769) | 3. Noruega (US$ 94.594) | 4. Dinamarca (US$ 76.970) | 5. Países Baixos (US$ 73.684) | 6. Suécia (US$ 63.133) | 7. Áustria (US$ 62.930) | 8. Bélgica (US$ 60.750) | 9. Alemanha (US$ 60.496) | 10. Reino Unido (US$ 57.602)
c0010,paises,África,Quais os países com o maior PIB por habitante na África?,NY.GDP.PCAP.CD,2025,48,0.1178,1. Maurício (US$ 12.991) | 2. Gabão (US$ 8.263) | 3. Botsuana (US$ 7.778) | 4. Guiné Equatorial (US$ 6.615) | 5. África do Sul (US$ 6.598) | 6. Líbia (US$ 6.449) | 7. Argélia (US$ 6.051) | 8. Namíbia (US$ 4.876) | 9. Marrocos (US$ 4.672) | 10. Tunísia (US$ 4.657)
c0011,paises,Ásia,Quais os países com o maior PIB por habitante na Ásia?,NY.GDP.PCAP.CD,2025,37,0.0565,1. Singapura (US$ 98.814) | 2. Catar (US$ 72.525) | 3. Israel (US$ 60.337) | 4. Coreia do Sul (US$ 36.227) | 5. Japão (US$ 35.951) | 6. Arábia Saudita (US$ 34.537) | 7. Kuwait (US$ 32.312) | 8. Bahrein (US$ 30.597) | 9. Omã (US$ 19.947) | 10. Cazaquistão (US$ 14.692)
c0012,paises,Américas,Quais os países com o maior PIB por habitante nas Américas?,NY.GDP.PCAP.CD,2025,23,0.0313,1. Estados Unidos (US$ 90.027) | 2. Canadá (US$ 55.698) | 3. Uruguai (US$ 25.216) | 4. Costa Rica (US$ 19.970) | 5. Panamá (US$ 19.790) | 6. Trindade e Tobago (US$ 18.967) | 7. Chile (US$ 17.995) | 8. Argentina (US$ 14.898) | 9. México (US$ 13.889) | 10. República Dominicana (US$ 11.059)
c0013,paises,mundo,Quais os países mais ricos por habitante (ajustado por poder de compra)?,NY.GDP.PCAP.PP.CD,2025,148,0.0097,1. Singapura (US$ 163.354) | 2. Irlanda (US$ 155.089) | 3. Catar (US$ 128.883) | 4. Noruega (US$ 104.044) | 5. Suíça (US$ 102.513) | 6. Estados Unidos (US$ 90.027) | 7. Países Baixos (US$ 87.320) | 8. Dinamarca (US$ 83.218) | 9. Áustria (US$ 76.778) | 10. Alemanha (US$ 75.407)
c0014,paises,União Europeia,Quais os países mais ricos por habitante (ajustado por poder de compra) na União Europeia?,NY.GDP.PCAP.PP.CD,2025,25,0.0183,1. Irlanda (US$ 155.089) | 2. Países Baixos (US$ 87.320) | 3. Dinamarca (US$ 83.218) | 4. Áustria (US$ 76.778) | 5. Alemanha (US$ 75.407) | 6. Bélgica (US$ 74.676) | 7. Suécia (US$ 72.529) | 8. Finlândia (US$ 65.884) | 9. Chipre (US$ 64.575) | 10. França (US$ 63.975)
c0015,paises,mundo,Quais as economias que mais cresceram no ano?,NY.GDP.MKTP.KD.ZG,2025,149,0.0173,"1. Líbia (13,4%) | 2. Irlanda (12,3%) | 3. Quirguistão (11,1%) | 4. Etiópia (9,8%) | 5. Ruanda (9,4%) | 6. Tajiquistão (8,4%) | 7. Zimbábue (8,1%) | 8. Benin (8,1%) | 9. Vietnã (8,0%) | 10. Uzbequistão (7,7%)"
c0016,paises,mundo,Quais as economias que mais encolheram no ano?,NY.GDP.MKTP.KD.ZG,2025,149,0.5293,"1. Guiné Equatorial (-5,8%) | 2. Irã (-2,8%) | 3. Haiti (-2,7%) | 4. Iraque (-2,2%) | 5. Mianmar (-2,0%) | 6. Bolívia (-1,6%) | 7. Trindade e Tobago (-0,8%) | 8. Botsuana (-0,7%) | 9. Moçambique (-0,5%) | 10. Jamaica (0,1%)"
c0017,paises,mundo,Quais os países com a maior inflação?,FP.CPI.TOTL.ZG,2025,136,0.0092,"1. Irã (42,2%) | 2. Turquia (34,9%) | 3. Burundi (34,1%) | 4. Haiti (28,6%) | 5. Malawi (28,4%) | 6. Nigéria (23,0%) | 7. Angola (20,2%) | 8. Bolívia (19,5%) | 9. Líbano (14,6%) | 10. Gana (14,2%)"
c0018,paises,mundo,Quais os países com as maiores reservas internacionais?,FI.RES.TOTL.CD,2024,161,0.1275,"1. China (US$ 3,46 tri) | 2. Japão (US$ 1,23 tri) | 3. Estados Unidos (US$ 910,0 bi) | 4. Suíça (US$ 909,4 bi) | 5. Índia (US$ 643,0 bi) | 6. Rússia (US$ 608,4 bi) | 7. Arábia Saudita (US$ 463,9 bi) | 8. Coreia do Sul (US$ 418,2 bi) | 9. Singapura (US$ 383,9 bi) | 10. Alemanha (US$ 377,9 bi)"
c0019,paises,Europa,Quais os países com as maiores reservas internacionais na Europa?,FI.RES.TOTL.CD,2024,43,0.0058,"1. Suíça (US$ 909,4 bi) | 2. Rússia (US$ 608,4 bi) | 3. Alemanha (US$ 377,9 bi) | 4. Itália (US$ 290,5 bi) | 5. França (US$ 282,9 bi) | 6. Polônia (US$ 223,1 bi) | 7. Reino Unido (US$ 174,6 bi) | 8. Turquia (US$ 155,5 bi) | 9. Tchéquia (US$ 146,3 bi) | 10. Dinamarca (US$ 108,4 bi)"
c0020,paises,África,Quais os países com as maiores reservas internacionais na África?,FI.RES.TOTL.CD,2024,38,0.405,"1. Líbia (US$ 92,9 bi) | 2. Argélia (US$ 83,0 bi) | 3. África do Sul (US$ 65,4 bi) | 4. Egito (US$ 44,9 bi) | 5. Nigéria (US$ 40,4 bi) | 6. Marrocos (US$ 37,1 bi) | 7. Angola (US$ 14,2 bi) | 8. Quênia (US$ 10,1 bi) | 9. Tunísia (US$ 9,3 bi) | 10. Maurício (US$ 8,5 bi)"
c0021,paises,Europa,Quais os países que mais recebem investimento estrangeiro direto na Europa?,BX.KLT.DINV.CD.WD,2024,43,0.0104,"1. Luxemburgo (US$ 106,0 bi) | 2. Alemanha (US$ 62,6 bi) | 3. França (US$ 52,1 bi) | 4. Espanha (US$ 42,8 bi) | 5. Malta (US$ 42,6 bi) | 6. Suécia (US$ 30,7 bi) | 7. Itália (US$ 28,5 bi) | 8. Polônia (US$ 20,6 bi) | 9. Dinamarca (US$ 18,2 bi) | 10. Áustria (US$ 13,7 bi)"
c0022,paises,África,Quais os países que mais recebem investimento estrangeiro direto na África?,BX.KLT.DINV.CD.WD,2024,52,0.0875,"1. Egito (US$ 46,6 bi) | 2. Etiópia (US$ 4,0 bi) | 3. Moçambique (US$ 3,5 bi) | 4. Uganda (US$ 3,3 bi) | 5. Costa do Marfim (US$ 3,1 bi) | 6. República Democrática do Congo (US$ 2,9 bi) | 7. Zâmbia (US$ 2,4 bi) | 8. África do Sul (US$ 2,3 bi) | 9. Senegal (US$ 2,0 bi) | 10. Namíbia (US$ 1,9 bi)"
c0023,paises,União Europeia,Quais os países que mais recebem investimento estrangeiro direto na União Europeia?,BX.KLT.DINV.CD.WD,2024,27,0.0104,"1. Luxemburgo (US$ 106,0 bi) | 2. Alemanha (US$ 62,6 bi) | 3. França (US$ 52,1 bi) | 4. Espanha (US$ 42,8 bi) | 5. Malta (US$ 42,6 bi) | 6. Suécia (US$ 30,7 bi) | 7. Itália (US$ 28,5 bi) | 8. Polônia (US$ 20,6 bi) | 9. Dinamarca (US$ 18,2 bi) | 10. Áustria (US$ 13,7 bi)"
c0024,paises,mundo,Quais os países que mais recebem dinheiro enviado por emigrantes?,BX.TRF.PWKR.CD.DT,2024,157,0.0218,"1. Índia (US$ 137,7 bi) | 2. México (US$ 67,6 bi) | 3. Filipinas (US$ 40,3 bi) | 4. França (US$ 38,8 bi) | 5. Paquistão (US$ 34,9 bi) | 6. Egito (US$ 29,6 bi) | 7. Bangladesh (US$ 27,5 bi) | 8. China (US$ 25,0 bi) | 9. Alemanha (US$ 22,2 bi) | 10. Nigéria (US$ 22,1 bi)"
c0025,paises,Europa,Quais os países que mais recebem dinheiro enviado por emigrantes na Europa?,BX.TRF.PWKR.CD.DT,2024,43,0.0361,"1. França (US$ 38,8 bi) | 2. Alemanha (US$ 22,2 bi) | 3. Bélgica (US$ 15,5 bi) | 4. Itália (US$ 12,1 bi) | 5. Ucrânia (US$ 12,0 bi) | 6. Romênia (US$ 9,5 bi) | 7. Polônia (US$ 8,7 bi) | 8. Croácia (US$ 6,7 bi) | 9. Espanha (US$ 6,3 bi) | 10. Sérvia (US$ 5,8 bi)"
c0026,paises,África,Quais os países que mais recebem dinheiro enviado por emigrantes na África?,BX.TRF.PWKR.CD.DT,2024,40,0.0156,"1. Egito (US$ 29,6 bi) | 2. Nigéria (US$ 22,1 bi) | 3. Marrocos (US$ 12,5 bi) | 4. Etiópia (US$ 7,1 bi) | 5. Quênia (US$ 5,0 bi) | 6. Zimbábue (US$ 3,5 bi) | 7. Tunísia (US$ 3,3 bi) | 8. Gana (US$ 3,0 bi) | 9. República Democrática do Congo (US$ 2,0 bi) | 10. Argélia (US$ 1,8 bi)"
c0027,paises,Ásia,Quais os países que mais recebem dinheiro enviado por emigrantes na Ásia?,BX.TRF.PWKR.CD.DT,2024,34,0.0661,"1. Índia (US$ 137,7 bi) | 2. Filipinas (US$ 40,3 bi) | 3. Paquistão (US$ 34,9 bi) | 4. Bangladesh (US$ 27,5 bi) | 5. China (US$ 25,0 bi) | 6. Uzbequistão (US$ 16,6 bi) | 7. Indonésia (US$ 16,0 bi) | 8. Nepal (US$ 11,3 bi) | 9. Tailândia (US$ 9,5 bi) | 10. Coreia do Sul (US$ 7,3 bi)"
c0028,paises,Américas,Quais os países que mais recebem dinheiro enviado por emigrantes nas Américas?,BX.TRF.PWKR.CD.DT,2024,31,0.0064,"1. México (US$ 67,6 bi) | 2. Guatemala (US$ 21,6 bi) | 3. Colômbia (US$ 11,9 bi) | 4. República Dominicana (US$ 11,3 bi) | 5. Honduras (US$ 9,5 bi) | 6. Estados Unidos (US$ 8,7 bi) | 7. El Salvador (US$ 8,5 bi) | 8. Equador (US$ 6,5 bi) | 9. Nicarágua (US$ 5,2 bi) | 10. Peru (US$ 4,9 bi)"
c0029,paises,União Europeia,Quais os países que mais recebem dinheiro enviado por emigrantes na União Europeia?,BX.TRF.PWKR.CD.DT,2024,27,0.0352,"1. França (US$ 38,8 bi) | 2. Alemanha (US$ 22,2 bi) | 3. Bélgica (US$ 15,5 bi) | 4. Itália (US$ 12,1 bi) | 5. Romênia (US$ 9,5 bi) | 6. Polônia (US$ 8,7 bi) | 7. Croácia (US$ 6,7 bi) | 8. Espanha (US$ 6,3 bi) | 9. Hungria (US$ 5,6 bi) | 10. Países Baixos (US$ 4,7 bi)"
c0030,paises,mundo,Em quais países o comércio exterior pesa mais na economia?,NE.TRD.GNFS.ZS,2024,141,0.0096,"1. Singapura (313,3%) | 2. Irlanda (246,2%) | 3. Djibuti (241,2%) | 4. Chipre (190,4%) | 5. Vietnã (173,9%) | 6. Eslováquia (171,2%) | 7. Bélgica (159,0%) | 8. Bahrein (157,5%) | 9. Eslovênia (155,7%) | 10. Países Baixos (154,0%)"
c0031,paises,mundo,Em quais países o comércio exterior pesa menos na economia?,NE.TRD.GNFS.ZS,2024,141,0.1648,"1. Sudão (2,0%) | 2. Etiópia (17,4%) | 3. Haiti (18,7%) | 4. Níger (24,4%) | 5. Estados Unidos (25,0%) | 6. Venezuela (26,2%) | 7. Bangladesh (26,8%) | 8. Paquistão (27,6%) | 9. Argentina (27,9%) | 10. Turquemenistão (28,7%)"
c0032,paises,mundo,Quais os países que mais exportam mercadorias (sem contar serviços)?,TX.VAL.MRCH.CD.WT,2025,190,0.1455,"1. China (US$ 3,77 tri) | 2. Estados Unidos (US$ 2,19 tri) | 3. Alemanha (US$ 1,76 tri) | 4. Países Baixos (US$ 989,2 bi) | 5. Japão (US$ 738,3 bi) | 6. Itália (US$ 726,5 bi) | 7. Coreia do Sul (US$ 709,3 bi) | 8. Emirados Árabes Unidos (US$ 706,7 bi) | 9. França (US$ 683,1 bi) | 10. México (US$ 664,8 bi)"
c0033,paises,África,Quais os países que mais exportam produtos de alta tecnologia na África?,TX.VAL.TECH.CD,2023,42,0.0712,"1. África do Sul (US$ 2,2 bi) | 2. Marrocos (US$ 1,7 bi) | 3. Tunísia (US$ 1,2 bi) | 4. Egito (US$ 697,0 mi) | 5. Costa do Marfim (US$ 110,0 mi) | 6. Angola (US$ 89,9 mi) | 7. Djibuti (US$ 88,7 mi) | 8. Nigéria (US$ 65,2 mi) | 9. Quênia (US$ 60,1 mi) | 10. Tanzânia (US$ 43,1 mi)"
c0034,paises,Américas,Quais os países que mais exportam produtos de alta tecnologia nas Américas?,TX.VAL.TECH.CD,2023,30,0.2133,"1. Estados Unidos (US$ 208,5 bi) | 2. México (US$ 84,0 bi) | 3. Canadá (US$ 41,5 bi) | 4. Brasil (US$ 8,1 bi) | 5. Costa Rica (US$ 2,8 bi) | 6. Chile (US$ 1,8 bi) | 7. Colômbia (US$ 873,2 mi) | 8. Argentina (US$ 689,7 mi) | 9. República Dominicana (US$ 454,1 mi) | 10. Guatemala (US$ 377,0 mi)"
c0035,paises,mundo,Quais os países que mais arrecadam imposto em relação ao tamanho da economia?,GC.TAX.TOTL.GD.ZS,2022,104,0.0391,"1. Dinamarca (30,7%) | 2. Lesoto (30,4%) | 3. Noruega (30,3%) | 4. Nova Zelândia (29,2%) | 5. Suécia (28,2%) | 6. Grécia (27,5%) | 7. Namíbia (27,2%) | 8. Reino Unido (26,6%) | 9. Áustria (26,1%) | 10. África do Sul (26,0%)"
c0036,paises,mundo,Quais os países em desenvolvimento com a maior dívida externa?,DT.DOD.DECT.CD,2024,118,0.0831,"1. China (US$ 2,42 tri) | 2. Índia (US$ 716,5 bi) | 3. Brasil (US$ 605,5 bi) | 4. México (US$ 591,3 bi) | 5. Turquia (US$ 515,0 bi) | 6. Indonésia (US$ 421,1 bi) | 7. Argentina (US$ 242,4 bi) | 8. Colômbia (US$ 201,8 bi) | 9. Ucrânia (US$ 193,5 bi) | 10. Tailândia (US$ 191,8 bi)"
c0037,paises,mundo,Quais os países com o maior desemprego?,SL.UEM.TOTL.ZS,2025,152,0.0454,"1. Essuatíni (34,2%) | 2. África do Sul (32,4%) | 3. Djibuti (26,0%) | 4. Botsuana (24,5%) | 5. Gabão (20,2%) | 6. República do Congo (19,9%) | 7. Namíbia (19,3%) | 8. Somália (18,9%) | 9. Líbia (18,8%) | 10. Iêmen (17,3%)"
c0038,paises,mundo,Quais os países com o menor desemprego?,SL.UEM.TOTL.ZS,2025,152,0.0312,"1. Catar (0,1%) | 2. Camboja (0,3%) | 3. Níger (0,4%) | 4. Tailândia (0,8%) | 5. Burundi (0,9%) | 6. Chade (1,1%) | 7. Bahrein (1,1%) | 8. Laos (1,2%) | 9. Moldávia (1,5%) | 10. Vietnã (1,5%)"
c0039,paises,Europa,Quais os países com o maior desemprego na Europa?,SL.UEM.TOTL.ZS,2025,36,0.0556,"1. Macedônia do Norte (12,3%) | 2. Bósnia e Herzegovina (11,0%) | 3. Albânia (10,9%) | 4. Espanha (10,4%) | 5. Finlândia (9,5%) | 6. Suécia (8,7%) | 7. Grécia (8,5%) | 8. Turquia (8,5%) | 9. Estônia (8,3%) | 10. França (7,5%)"
c0040,paises,África,Quais os países com o maior desemprego na África?,SL.UEM.TOTL.ZS,2025,48,0.074,"1. Essuatíni (34,2%) | 2. África do Sul (32,4%) | 3. Djibuti (26,0%) | 4. Botsuana (24,5%) | 5. Gabão (20,2%) | 6. República do Congo (19,9%) | 7. Namíbia (19,3%) | 8. Somália (18,9%) | 9. Líbia (18,8%) | 10. Lesoto (16,3%)"
c0041,paises,Ásia,Quais os países com o maior desemprego na Ásia?,SL.UEM.TOTL.ZS,2025,41,0.2127,"1. Iêmen (17,3%) | 2. Jordânia (16,5%) | 3. Iraque (15,5%) | 4. Síria (13,6%) | 5. Afeganistão (13,4%) | 6. Armênia (12,9%) | 7. Geórgia (12,1%) | 8. Nepal (10,5%) | 9. Irã (8,3%) | 10. Tajiquistão (6,9%)"
c0042,paises,Américas,Quais os países com o maior desemprego nas Américas?,SL.UEM.TOTL.ZS,2025,24,0.0358,"1. Haiti (14,9%) | 2. Chile (9,0%) | 3. Panamá (8,4%) | 4. Colômbia (8,3%) | 5. Uruguai (7,5%) | 6. Argentina (7,1%) | 7. Canadá (6,9%) | 8. Costa Rica (6,8%) | 9. Brasil (6,0%) | 10. Venezuela (5,3%)"
c0043,paises,União Europeia,Quais os países com o maior desemprego na União Europeia?,SL.UEM.TOTL.ZS,2025,25,0.0279,"1. Espanha (10,4%) | 2. Finlândia (9,5%) | 3. Suécia (8,7%) | 4. Grécia (8,5%) | 5. Estônia (8,3%) | 6. França (7,5%) | 7. Lituânia (6,7%) | 8. Letônia (6,6%) | 9. Itália (6,4%) | 10. Portugal (6,2%)"
c0044,paises,mundo,Em quais países menos mulheres participam da força de trabalho?,SL.TLF.CACT.FE.ZS,2025,152,0.0485,"1. Iêmen (4,7%) | 2. Afeganistão (5,1%) | 3. Iraque (10,9%) | 4. Síria (12,7%) | 5. Irã (14,0%) | 6. Argélia (14,1%) | 7. Jordânia (16,0%) | 8. Egito (18,5%) | 9. Djibuti (19,4%) | 10. Marrocos (19,7%)"
c0045,paises,Europa,Quais os países mais populosos na Europa?,SP.POP.TOTL,2025,46,0.049,"1. Rússia (143,5 mi) | 2. Turquia (85,9 mi) | 3. Alemanha (83,5 mi) | 4. Reino Unido (69,5 mi) | 5. França (68,7 mi) | 6. Itália (58,9 mi) | 7. Espanha (49,4 mi) | 8. Ucrânia (39,0 mi) | 9. Polônia (36,4 mi) | 10. Romênia (19,0 mi)"
c0046,paises,África,Quais os países mais populosos na África?,SP.POP.TOTL,2025,54,0.177,"1. Nigéria (237,5 mi) | 2. Etiópia (135,5 mi) | 3. Egito (118,4 mi) | 4. República Democrática do Congo (112,8 mi) | 5. Tanzânia (70,5 mi) | 6. África do Sul (64,7 mi) | 7. Quênia (57,5 mi) | 8. Sudão (51,7 mi) | 9. Uganda (51,4 mi) | 10. Argélia (47,4 mi)"
c0047,paises,Ásia,Quais os países mais populosos na Ásia?,SP.POP.TOTL,2025,46,0.2341,"1. Índia (1,46 bi) | 2. China (1,41 bi) | 3. Indonésia (285,7 mi) | 4. Paquistão (255,2 mi) | 5. Bangladesh (175,7 mi) | 6. Japão (123,4 mi) | 7. Filipinas (116,8 mi) | 8. Vietnã (101,6 mi) | 9. Irã (92,4 mi) | 10. Tailândia (71,6 mi)"
c0048,paises,mundo,Quais os maiores países em território?,AG.SRF.TOTL.K2,2023,194,0.0155,1. Rússia (17.125.190 km²) | 2. Canadá (15.634.410 km²) | 3. Estados Unidos (9.831.510 km²) | 4. China (9.562.910 km²) | 5. Brasil (8.510.420 km²) | 6. Austrália (7.741.220 km²) | 7. Índia (3.287.260 km²) | 8. Argentina (2.780.400 km²) | 9. Cazaquistão (2.724.902 km²) | 10. Argélia (2.381.740 km²)
c0049,paises,Europa,Quais os maiores países em território na Europa?,AG.SRF.TOTL.K2,2023,45,0.0378,1. Rússia (17.125.190 km²) | 2. Turquia (785.350 km²) | 3. Noruega (624.500 km²) | 4. França (606.410 km²) | 5. Ucrânia (603.550 km²) | 6. Suécia (528.660 km²) | 7. Espanha (505.976 km²) | 8. Alemanha (357.680 km²) | 9. Finlândia (338.480 km²) | 10. Polônia (313.930 km²)
c0050,paises,África,Quais os maiores países em território na África?,AG.SRF.TOTL.K2,2023,54,0.0929,1. Argélia (2.381.740 km²) | 2. República Democrática do Congo (2.344.860 km²) | 3. Sudão (1.878.000 km²) | 4. Líbia (1.759.540 km²) | 5. Chade (1.284.000 km²) | 6. Níger (1.267.000 km²) | 7. Angola (1.246.700 km²) | 8. Mali (1.240.190 km²) | 9. África do Sul (1.219.090 km²) | 10. Etiópia (1.136.240 km²)
c0051,paises,Ásia,Quais os maiores países em território na Ásia?,AG.SRF.TOTL.K2,2023,46,0.1913,1. China (9.562.910 km²) | 2. Índia (3.287.260 km²) | 3. Cazaquistão (2.724.902 km²) | 4. Arábia Saudita (2.149.690 km²) | 5. Indonésia (1.916.907 km²) | 6. Irã (1.745.150 km²) | 7. Mongólia (1.564.116 km²) | 8. Paquistão (796.100 km²) | 9. Mianmar (676.590 km²) | 10. Afeganistão (652.870 km²)
c0052,paises,União Europeia,Quais os maiores países em território na União Europeia?,AG.SRF.TOTL.K2,2023,27,0.1619,1. França (606.410 km²) | 2. Suécia (528.660 km²) | 3. Espanha (505.976 km²) | 4. Alemanha (357.680 km²) | 5. Finlândia (338.480 km²) | 6. Polônia (313.930 km²) | 7. Itália (302.070 km²) | 8. Romênia (238.400 km²) | 9. Grécia (131.960 km²) | 10. Bulgária (110.997 km²)
c0053,paises,mundo,Quais os países mais densamente povoados?,EN.POP.DNST,2023,157,0.0871,"1. Singapura (8.241,8) | 2. Bahrein (1.971,3) | 3. Bangladesh (1.319,2) | 4. Palestina (857,4) | 5. Maurício (625,3) | 6. Ruanda (565,6) | 7. Líbano (564,4) | 8. Burundi (533,1) | 9. Países Baixos (531,0) | 10. Coreia do Sul (529,8)"
c0054,paises,mundo,Quais os países mais vazios (menos gente por km²)?,EN.POP.DNST,2023,157,0.0893,"1. Mongólia (2,23) | 2. Austrália (3,47) | 3. Namíbia (3,60) | 4. Líbia (4,15) | 5. Botsuana (4,38) | 6. Canadá (4,56) | 7. Mauritânia (4,87) | 8. Cazaquistão (7,53) | 9. República Centro-Africana (8,27) | 10. Rússia (8,78)"
c0055,paises,mundo,Quais os países mais urbanizados?,SP.URB.TOTL.IN.ZS,2025,158,0.0055,"1. Bahrein (100,0%) | 2. Kuwait (100,0%) | 3. Singapura (100,0%) | 4. Catar (99,4%) | 5. Países Baixos (95,9%) | 6. Uruguai (95,7%) | 7. Jordânia (93,2%) | 8. Argentina (92,4%) | 9. Japão (92,3%) | 10. Gabão (92,1%)"
c0056,paises,mundo,Quais os países onde mais gente vive no campo?,SP.URB.TOTL.IN.ZS,2025,158,0.0306,"1. Papua-Nova Guiné (15,8%) | 2. Malawi (17,6%) | 3. Níger (18,4%) | 4. Sri Lanka (20,5%) | 5. Sudão do Sul (21,7%) | 6. Etiópia (24,1%) | 7. Burundi (25,7%) | 8. Afeganistão (25,9%) | 9. Tajiquistão (26,2%) | 10. Essuatíni (26,7%)"
c0057,paises,Ásia,Quais os países mais urbanizados na Ásia?,SP.URB.TOTL.IN.ZS,2025,43,0.0157,"1. Bahrein (100,0%) | 2. Kuwait (100,0%) | 3. Singapura (100,0%) | 4. Catar (99,4%) | 5. Jordânia (93,2%) | 6. Japão (92,3%) | 7. Israel (91,6%) | 8. Líbano (91,0%) | 9. Palestina (87,4%) | 10. Emirados Árabes Unidos (86,0%)"
c0058,paises,Américas,Quais os países mais urbanizados nas Américas?,SP.URB.TOTL.IN.ZS,2025,24,0.0118,"1. Uruguai (95,7%) | 2. Argentina (92,4%) | 3. Venezuela (89,3%) | 4. Chile (89,2%) | 5. Brasil (88,2%) | 6. Peru (85,6%) | 7. Canadá (82,9%) | 8. Estados Unidos (80,2%) | 9. México (80,0%) | 10. Costa Rica (79,7%)"
c0059,paises,União Europeia,Quais os países mais urbanizados na União Europeia?,SP.URB.TOTL.IN.ZS,2025,25,0.0175,"1. Países Baixos (95,9%) | 2. Suécia (89,1%) | 3. Dinamarca (88,8%) | 4. Bélgica (87,7%) | 5. Alemanha (82,1%) | 6. Espanha (80,5%) | 7. Grécia (79,2%) | 8. França (78,8%) | 9. Finlândia (74,5%) | 10. Bulgária (74,2%)"
