id,tema,escopo,pergunta,indicador,ano,universo,folga_10_11,top10
c0139,paises,África,Quais os países que mais produzem cereais na África?,AG.PRD.CREL.MT,2023,52,0.0182,"1. Etiópia (31,5 mi) | 2. Nigéria (28,0 mi) | 3. Egito (23,4 mi) | 4. África do Sul (19,0 mi) | 5. Tanzânia (12,8 mi) | 6. Mali (10,0 mi) | 7. Gana (5,8 mi) | 8. Uganda (5,7 mi) | 9. Marrocos (5,6 mi) | 10. Madagascar (5,4 mi)"
c0140,paises,Américas,Quais os países que mais produzem cereais nas Américas?,AG.PRD.CREL.MT,2023,33,0.1075,"1. Estados Unidos (462,6 mi) | 2. Brasil (155,9 mi) | 3. Argentina (65,4 mi) | 4. Canadá (59,2 mi) | 5. México (37,0 mi) | 6. Paraguai (6,9 mi) | 7. Peru (5,5 mi) | 8. Colômbia (4,8 mi) | 9. Uruguai (3,9 mi) | 10. Bolívia (3,1 mi)"
c0141,paises,mundo,Quais os países que mais consomem água doce?,ER.H2O.FWTL.K3,2022,178,0.0276,"1. Índia (647,5) | 2. China (568,5) | 3. Estados Unidos (444,3) | 4. Indonésia (222,6) | 5. Paquistão (179,3) | 6. Irã (93,0) | 7. Filipinas (91,0) | 8. México (89,8) | 9. Vietnã (81,9) | 10. Japão (79,7)"
c0142,paises,mundo,Quais os países onde mais gente trabalha na agricultura?,SL.AGR.EMPL.ZS,2025,152,0.0241,"1. Burundi (85,3%) | 2. Moçambique (73,0%) | 3. Níger (73,0%) | 4. Chade (71,7%) | 5. Madagascar (69,2%) | 6. Laos (68,6%) | 7. República Centro-Africana (66,1%) | 8. Malawi (65,0%) | 9. Uganda (64,9%) | 10. Tanzânia (64,6%)"
c0143,paises,mundo,Quais os países onde menos gente trabalha na agricultura?,SL.AGR.EMPL.ZS,2025,152,0.0589,"1. Singapura (0,1%) | 2. Israel (0,8%) | 3. Bahrein (0,8%) | 4. Reino Unido (0,9%) | 5. Bélgica (1,0%) | 6. Alemanha (1,1%) | 7. Canadá (1,1%) | 8. Djibuti (1,2%) | 9. Emirados Árabes Unidos (1,4%) | 10. Estados Unidos (1,5%)"
c0144,paises,Europa,Quais os países onde mais gente trabalha na agricultura na Europa?,SL.AGR.EMPL.ZS,2025,36,0.0662,"1. Moldávia (50,5%) | 2. Albânia (30,8%) | 3. Sérvia (18,0%) | 4. Bósnia e Herzegovina (16,7%) | 5. Turquia (14,2%) | 6. Romênia (10,9%) | 7. Grécia (10,7%) | 8. Belarus (9,5%) | 9. Macedônia do Norte (8,5%) | 10. Letônia (6,7%)"
c0145,paises,África,Quais os países onde mais gente trabalha na agricultura na África?,SL.AGR.EMPL.ZS,2025,48,0.0308,"1. Burundi (85,3%) | 2. Moçambique (73,0%) | 3. Níger (73,0%) | 4. Chade (71,7%) | 5. Madagascar (69,2%) | 6. República Centro-Africana (66,1%) | 7. Malawi (65,0%) | 8. Uganda (64,9%) | 9. Tanzânia (64,6%) | 10. Mali (63,0%)"
c0146,paises,União Europeia,Quais os países onde mais gente trabalha na agricultura na União Europeia?,SL.AGR.EMPL.ZS,2025,25,0.0448,"1. Romênia (10,9%) | 2. Grécia (10,7%) | 3. Letônia (6,7%) | 4. Polônia (6,2%) | 5. Bulgária (4,7%) | 6. Lituânia (4,7%) | 7. Croácia (4,3%) | 8. Hungria (4,1%) | 9. Irlanda (3,9%) | 10. Eslovênia (3,7%)"
c0147,paises,mundo,Quais os países mais industrializados (indústria no PIB)?,NV.IND.MANF.ZS,2024,138,0.027,"1. Irlanda (29,6%) | 2. Essuatíni (29,1%) | 3. Camboja (27,8%) | 4. Coreia do Sul (26,6%) | 5. Guiné Equatorial (25,8%) | 6. Mianmar (25,1%) | 7. China (24,8%) | 8. Vietnã (24,3%) | 9. Tailândia (24,2%) | 10. Malásia (22,5%)"
c0148,paises,mundo,Quais os países mais dependentes do petróleo?,NY.GDP.PETR.RT.ZS,2021,149,0.0074,"1. Líbia (56,4%) | 2. Iraque (42,8%) | 3. República do Congo (34,4%) | 4. Angola (28,3%) | 5. Arábia Saudita (23,7%) | 6. Omã (23,5%) | 7. Azerbaijão (21,0%) | 8. Irã (18,3%) | 9. Chade (16,8%) | 10. Emirados Árabes Unidos (15,7%)"
c0149,paises,mundo,Quais os países mais dependentes da mineração?,NY.GDP.MINR.RT.ZS,2021,149,0.0842,"1. República Democrática do Congo (28,8%) | 2. Zâmbia (28,2%) | 3. Mongólia (26,6%) | 4. Chile (16,2%) | 5. Mali (16,2%) | 6. Burkina Faso (15,5%) | 7. Papua-Nova Guiné (14,4%) | 8. Peru (12,1%) | 9. Quirguistão (11,2%) | 10. Austrália (10,5%)"
c0150,paises,mundo,Quais os países que mais recebem turistas?,ST.INT.ARVL,2019,163,0.2104,"1. França (217,9 mi) | 2. Estados Unidos (165,5 mi) | 3. China (162,5 mi) | 4. Espanha (126,2 mi) | 5. México (97,4 mi) | 6. Itália (95,4 mi) | 7. Polônia (88,5 mi) | 8. Hungria (61,4 mi) | 9. Croácia (60,0 mi) | 10. Turquia (51,7 mi)"
c0151,paises,Europa,Quais os países que mais recebem turistas na Europa?,ST.INT.ARVL,2019,44,0.0859,"1. França (217,9 mi) | 2. Espanha (126,2 mi) | 3. Itália (95,4 mi) | 4. Polônia (88,5 mi) | 5. Hungria (61,4 mi) | 6. Croácia (60,0 mi) | 7. Turquia (51,7 mi) | 8. Reino Unido (40,9 mi) | 9. Alemanha (39,6 mi) | 10. Tchéquia (37,2 mi)"
c0152,paises,África,Quais os países que mais recebem turistas na África?,ST.INT.ARVL,2019,34,0.0103,"1. África do Sul (14,8 mi) | 2. Marrocos (13,1 mi) | 3. Egito (13,0 mi) | 4. Tunísia (9,4 mi) | 5. Argélia (2,4 mi) | 6. Zimbábue (2,3 mi) | 7. Costa do Marfim (2,1 mi) | 8. Quênia (2,0 mi) | 9. Moçambique (2,0 mi) | 10. Namíbia (1,7 mi)"
c0153,paises,União Europeia,Quais os países que mais recebem turistas na União Europeia?,ST.INT.ARVL,2019,26,0.0365,"1. França (217,9 mi) | 2. Espanha (126,2 mi) | 3. Itália (95,4 mi) | 4. Polônia (88,5 mi) | 5. Hungria (61,4 mi) | 6. Croácia (60,0 mi) | 7. Alemanha (39,6 mi) | 8. Tchéquia (37,2 mi) | 9. Grécia (34,0 mi) | 10. Dinamarca (33,1 mi)"
c0154,paises,mundo,Quais os países que mais faturam com turismo?,ST.INT.RCPT.CD,2019,132,0.1812,"1. Estados Unidos (US$ 239,4 bi) | 2. França (US$ 70,8 bi) | 3. Tailândia (US$ 64,4 bi) | 4. Alemanha (US$ 58,4 bi) | 5. Itália (US$ 51,9 bi) | 6. Japão (US$ 49,2 bi) | 7. Austrália (US$ 48,0 bi) | 8. Turquia (US$ 41,4 bi) | 9. Emirados Árabes Unidos (US$ 38,4 bi) | 10. Índia (US$ 31,7 bi)"
c0155,paises,Europa,Quais os países que mais faturam com turismo na Europa?,ST.INT.RCPT.CD,2019,34,0.0884,"1. França (US$ 70,8 bi) | 2. Alemanha (US$ 58,4 bi) | 3. Itália (US$ 51,9 bi) | 4. Turquia (US$ 41,4 bi) | 5. Áustria (US$ 25,9 bi) | 6. Portugal (US$ 24,6 bi) | 7. Países Baixos (US$ 23,7 bi) | 8. Grécia (US$ 23,0 bi) | 9. Suíça (US$ 21,3 bi) | 10. Rússia (US$ 17,2 bi)"
c0156,paises,África,Quais os países que mais faturam com turismo na África?,ST.INT.RCPT.CD,2019,34,0.0483,"1. Egito (US$ 14,3 bi) | 2. Marrocos (US$ 9,9 bi) | 3. África do Sul (US$ 9,1 bi) | 4. Etiópia (US$ 3,5 bi) | 5. Tunísia (US$ 2,7 bi) | 6. Tanzânia (US$ 2,6 bi) | 7. Maurício (US$ 2,0 bi) | 8. Quênia (US$ 1,8 bi) | 9. Gana (US$ 1,5 bi) | 10. Nigéria (US$ 1,5 bi)"
c0157,paises,mundo,Quais os países cujos cidadãos mais gastam viajando para fora?,ST.INT.XPND.CD,2020,133,0.1256,"1. Estados Unidos (US$ 48,8 bi) | 2. França (US$ 31,2 bi) | 3. Coreia do Sul (US$ 16,7 bi) | 4. Índia (US$ 15,8 bi) | 5. Emirados Árabes Unidos (US$ 15,1 bi) | 6. Bélgica (US$ 13,9 bi) | 7. Itália (US$ 13,0 bi) | 8. Catar (US$ 11,5 bi) | 9. Rússia (US$ 10,8 bi) | 10. Suíça (US$ 10,4 bi)"
c0158,paises,mundo,Quais os países que mais transportam passageiros de avião?,IS.AIR.PSGR,2023,147,0.0136,"1. Estados Unidos (941,6 mi) | 2. China (619,2 mi) | 3. Irlanda (192,5 mi) | 4. Índia (180,4 mi) | 5. Turquia (125,9 mi) | 6. Japão (120,3 mi) | 7. Reino Unido (118,9 mi) | 8. Rússia (98,9 mi) | 9. Indonésia (97,0 mi) | 10. Brasil (95,4 mi)"
c0159,paises,Europa,Quais os países que mais transportam passageiros de avião na Europa?,IS.AIR.PSGR,2023,32,0.3309,"1. Irlanda (192,5 mi) | 2. Turquia (125,9 mi) | 3. Reino Unido (118,9 mi) | 4. Rússia (98,9 mi) | 5. Espanha (94,1 mi) | 6. Alemanha (80,2 mi) | 7. França (64,6 mi) | 8. Hungria (55,6 mi) | 9. Áustria (46,0 mi) | 10. Países Baixos (41,4 mi)"
c0160,paises,União Europeia,Quais os países que mais transportam passageiros de avião na União Europeia?,IS.AIR.PSGR,2023,22,0.042,"1. Irlanda (192,5 mi) | 2. Espanha (94,1 mi) | 3. Alemanha (80,2 mi) | 4. França (64,6 mi) | 5. Hungria (55,6 mi) | 6. Áustria (46,0 mi) | 7. Países Baixos (41,4 mi) | 8. Itália (20,3 mi) | 9. Suécia (19,6 mi) | 10. Grécia (19,1 mi)"
c0161,paises,mundo,Quais os países com o maior movimento de contêineres nos portos?,IS.SHP.GOOD.TU,2019,148,0.0065,"1. China (237,6 mi) | 2. Estados Unidos (54,2 mi) | 3. Singapura (37,2 mi) | 4. Coreia do Sul (29,0 mi) | 5. Malásia (26,2 mi) | 6. Japão (23,3 mi) | 7. Emirados Árabes Unidos (18,8 mi) | 8. Índia (17,5 mi) | 9. Espanha (17,5 mi) | 10. Vietnã (15,3 mi)"
c0162,paises,mundo,Quais os países com a maior taxa de homicídio?,VC.IHR.PSRC.P5,2020,101,0.3597,"1. Jamaica (47,1) | 2. Honduras (35,7) | 3. África do Sul (33,0) | 4. Venezuela (29,5) | 5. México (29,0) | 6. Trindade e Tobago (26,9) | 7. Colômbia (22,6) | 8. Brasil (21,8) | 9. El Salvador (21,5) | 10. Guatemala (18,2)"
c0163,paises,mundo,Quais os países com a menor taxa de homicídio?,VC.IHR.PSRC.P5,2020,101,0.0561,"1. Singapura (0,18) | 2. Kuwait (0,25) | 3. Japão (0,25) | 4. Omã (0,31) | 5. Palestina (0,36) | 6. Catar (0,43) | 7. Itália (0,48) | 8. China (0,50) | 9. Eslovênia (0,52) | 10. Suíça (0,54)"
c0164,paises,Europa,Quais os países com a maior taxa de homicídio na Europa?,VC.IHR.PSRC.P5,2020,36,0.174,"1. Rússia (7,31) | 2. Ucrânia (3,80) | 3. Letônia (3,68) | 4. Lituânia (3,61) | 5. Estônia (3,16) | 6. Moldávia (3,03) | 7. Turquia (2,49) | 8. Albânia (2,12) | 9. Kosovo (2,11) | 10. Finlândia (1,75)"
c0165,paises,Ásia,Quais os países com a maior taxa de homicídio na Ásia?,VC.IHR.PSRC.P5,2020,25,0.1797,"1. Afeganistão (6,58) | 2. Mongólia (6,23) | 3. Paquistão (3,55) | 4. Cazaquistão (3,11) | 5. Mianmar (2,96) | 6. Índia (2,94) | 7. Armênia (2,59) | 8. Líbano (2,24) | 9. Azerbaijão (2,15) | 10. Nepal (2,13)"
c0166,paises,Américas,Quais os países com a maior taxa de homicídio nas Américas?,VC.IHR.PSRC.P5,2020,22,0.0225,"1. Jamaica (47,1) | 2. Honduras (35,7) | 3. Venezuela (29,5) | 4. México (29,0) | 5. Trindade e Tobago (26,9) | 6. Colômbia (22,6) | 7. Brasil (21,8) | 8. El Salvador (21,5) | 9. Guatemala (18,2) | 10. Panamá (11,6)"
c0167,paises,União Europeia,Quais os países com a maior taxa de homicídio na União Europeia?,VC.IHR.PSRC.P5,2020,24,0.0163,"1. Letônia (3,68) | 2. Lituânia (3,61) | 3. Estônia (3,16) | 4. Finlândia (1,75) | 5. Romênia (1,45) | 6. Suécia (1,20) | 7. Eslováquia (1,15) | 8. Chipre (1,15) | 9. França (1,05) | 10. Croácia (1,01)"
c0168,paises,África,Quais os países que mais gastam com as forças armadas na África?,MS.MIL.XPND.CD,2024,47,0.0922,"1. Argélia (US$ 21,8 bi) | 2. Marrocos (US$ 5,5 bi) | 3. África do Sul (US$ 2,8 bi) | 4. Egito (US$ 2,4 bi) | 5. Sudão do Sul (US$ 2,0 bi) | 6. Tunísia (US$ 1,3 bi) | 7. Quênia (US$ 1,2 bi) | 8. Nigéria (US$ 1,1 bi) | 9. Uganda (US$ 1,1 bi) | 10. Burkina Faso (US$ 1,0 bi)"
c0169,paises,Ásia,Quais os países que mais gastam com as forças armadas na Ásia?,MS.MIL.XPND.CD,2024,33,0.0125,"1. China (US$ 313,7 bi) | 2. Índia (US$ 86,1 bi) | 3. Arábia Saudita (US$ 80,3 bi) | 4. Japão (US$ 55,3 bi) | 5. Coreia do Sul (US$ 47,6 bi) | 6. Israel (US$ 46,5 bi) | 7. Singapura (US$ 15,1 bi) | 8. Indonésia (US$ 11,0 bi) | 9. Paquistão (US$ 10,2 bi) | 10. Irã (US$ 7,9 bi)"
c0170,paises,mundo,Quais os países mais militarizados em relação ao tamanho da economia?,MS.MIL.XPND.GD.ZS,2024,138,0.0084,"1. Ucrânia (34,5%) | 2. Israel (8,8%) | 3. Argélia (8,0%) | 4. Arábia Saudita (7,3%) | 5. Rússia (7,1%) | 6. Mianmar (6,8%) | 7. Omã (5,6%) | 8. Armênia (5,5%) | 9. Azerbaijão (5,0%) | 10. Kuwait (4,8%)"
c0171,paises,mundo,Quais os países com as maiores forças armadas?,MS.MIL.TOTL.P1,2020,170,0.1246,"1. Índia (3,1 mi) | 2. China (2,5 mi) | 3. Coreia do Norte (1,5 mi) | 4. Rússia (1,5 mi) | 5. Estados Unidos (1,4 mi) | 6. Paquistão (943.000) | 7. Egito (836.000) | 8. Brasil (762.000) | 9. Indonésia (676.000) | 10. Irã (650.000)"
c0172,paises,África,Quais os países com as maiores forças armadas na África?,MS.MIL.TOTL.P1,2020,51,0.4045,1. Egito (836.000) | 2. Argélia (326.000) | 3. Marrocos (246.000) | 4. Nigéria (223.000) | 5. Eritreia (202.000) | 6. Sudão (144.000) | 7. Etiópia (138.000) | 8. República Democrática do Congo (134.000) | 9. Angola (117.000) | 10. África do Sul (89.000)
c0173,paises,Ásia,Quais os países com as maiores forças armadas na Ásia?,MS.MIL.TOTL.P1,2020,44,0.0087,"1. Índia (3,1 mi) | 2. China (2,5 mi) | 3. Coreia do Norte (1,5 mi) | 4. Paquistão (943.000) | 5. Indonésia (676.000) | 6. Irã (650.000) | 7. Coreia do Sul (569.000) | 8. Vietnã (522.000) | 9. Mianmar (463.000) | 10. Iraque (459.000)"
c0174,paises,mundo,Quais os países com mais mulheres no parlamento?,SG.GEN.PARL.ZS,2025,147,0.0103,"1. Ruanda (63,8%) | 2. Cuba (55,7%) | 3. Nicarágua (54,9%) | 4. Bolívia (50,8%) | 5. México (50,2%) | 6. Emirados Árabes Unidos (50,0%) | 7. Costa Rica (49,1%) | 8. Austrália (46,0%) | 9. Nova Zelândia (45,5%) | 10. Finlândia (45,5%)"
c0175,paises,mundo,Quais os países com menos mulheres no parlamento?,SG.GEN.PARL.ZS,2025,147,0.0374,"1. Omã (0,0%) | 2. Iêmen (0,0%) | 3. Papua-Nova Guiné (2,7%) | 4. Nigéria (4,2%) | 5. Irã (4,9%) | 6. Síria (4,9%) | 7. Catar (6,1%) | 8. Líbano (6,2%) | 9. Argélia (7,9%) | 10. Gâmbia (8,6%)"
c0176,paises,Ásia,Quais os países com mais mulheres no parlamento na Ásia?,SG.GEN.PARL.ZS,2025,37,0.0353,"1. Emirados Árabes Unidos (50,0%) | 2. Armênia (38,3%) | 3. Uzbequistão (38,0%) | 4. Timor-Leste (35,4%) | 5. Quirguistão (33,3%) | 6. Singapura (32,3%) | 7. Vietnã (31,4%) | 8. Tajiquistão (28,6%) | 9. Filipinas (28,3%) | 10. China (26,5%)"
c0177,paises,Américas,Quais os países com mais mulheres no parlamento nas Américas?,SG.GEN.PARL.ZS,2025,23,0.0423,"1. Cuba (55,7%) | 2. Nicarágua (54,9%) | 3. Bolívia (50,8%) | 4. México (50,2%) | 5. Costa Rica (49,1%) | 6. Equador (45,0%) | 7. Peru (41,5%) | 8. Argentina (41,2%) | 9. República Dominicana (37,4%) | 10. Chile (33,5%)"
c0178,paises,União Europeia,Quais os países com mais mulheres no parlamento na União Europeia?,SG.GEN.PARL.ZS,2025,25,0.0568,"1. Finlândia (45,5%) | 2. Suécia (45,0%) | 3. Espanha (44,3%) | 4. Dinamarca (43,6%) | 5. Países Baixos (43,3%) | 6. Bélgica (41,3%) | 7. França (36,2%) | 8. Portugal (35,7%) | 9. Eslovênia (35,6%) | 10. Áustria (35,5%)"
c0179,paises,mundo,De quais países mais sai dinheiro enviado por imigrantes?,BM.TRF.PWKR.CD.DT,2024,159,0.01,"1. Estados Unidos (US$ 103,2 bi) | 2. Emirados Árabes Unidos (US$ 58,5 bi) | 3. Arábia Saudita (US$ 46,6 bi) | 4. Suíça (US$ 40,1 bi) | 5. Alemanha (US$ 24,7 bi) | 6. França (US$ 19,7 bi) | 7. Luxemburgo (US$ 18,7 bi) | 8. Países Baixos (US$ 18,1 bi) | 9. Austrália (US$ 16,1 bi) | 10. Canadá (US$ 15,2 bi)"
c0180,paises,Europa,De quais países mais sai dinheiro enviado por imigrantes na Europa?,BM.TRF.PWKR.CD.DT,2024,43,0.0551,"1. Suíça (US$ 40,1 bi) | 2. Alemanha (US$ 24,7 bi) | 3. França (US$ 19,7 bi) | 4. Luxemburgo (US$ 18,7 bi) | 5. Países Baixos (US$ 18,1 bi) | 6. Itália (US$ 12,6 bi) | 7. Reino Unido (US$ 12,3 bi) | 8. Bélgica (US$ 10,1 bi) | 9. Áustria (US$ 9,7 bi) | 10. Rússia (US$ 8,3 bi)"
c0181,paises,África,De quais países mais sai dinheiro enviado por imigrantes na África?,BM.TRF.PWKR.CD.DT,2024,40,0.1545,"1. Costa do Marfim (US$ 2,0 bi) | 2. República Democrática do Congo (US$ 1,3 bi) | 3. Maurício (US$ 1,1 bi) | 4. África do Sul (US$ 993,2 mi) | 5. Gana (US$ 751,0 mi) | 6. Tanzânia (US$ 681,9 mi) | 7. Níger (US$ 466,2 mi) | 8. Angola (US$ 419,5 mi) | 9. Egito (US$ 340,6 mi) | 10. Mali (US$ 266,1 mi)"
c0182,paises,Ásia,De quais países mais sai dinheiro enviado por imigrantes na Ásia?,BM.TRF.PWKR.CD.DT,2024,35,0.1252,"1. Emirados Árabes Unidos (US$ 58,5 bi) | 2. Arábia Saudita (US$ 46,6 bi) | 3. China (US$ 15,1 bi) | 4. Coreia do Sul (US$ 14,3 bi) | 5. Kuwait (US$ 14,2 bi) | 6. Índia (US$ 12,1 bi) | 7. Catar (US$ 11,5 bi) | 8. Indonésia (US$ 11,1 bi) | 9. Malásia (US$ 10,8 bi) | 10. Omã (US$ 9,2 bi)"
c0183,paises,Américas,De quais países mais sai dinheiro enviado por imigrantes nas Américas?,BM.TRF.PWKR.CD.DT,2024,31,0.0446,"1. Estados Unidos (US$ 103,2 bi) | 2. Canadá (US$ 15,2 bi) | 3. Brasil (US$ 2,1 bi) | 4. México (US$ 1,3 bi) | 5. República Dominicana (US$ 1,2 bi) | 6. Haiti (US$ 770,0 mi) | 7. Chile (US$ 692,1 mi) | 8. Equador (US$ 633,4 mi) | 9. Costa Rica (US$ 629,4 mi) | 10. Panamá (US$ 596,2 mi)"
c0184,paises,União Europeia,De quais países mais sai dinheiro enviado por imigrantes na União Europeia?,BM.TRF.PWKR.CD.DT,2024,27,0.1637,"1. Alemanha (US$ 24,7 bi) | 2. França (US$ 19,7 bi) | 3. Luxemburgo (US$ 18,7 bi) | 4. Países Baixos (US$ 18,1 bi) | 5. Itália (US$ 12,6 bi) | 6. Bélgica (US$ 10,1 bi) | 7. Áustria (US$ 9,7 bi) | 8. Polônia (US$ 7,8 bi) | 9. Tchéquia (US$ 5,1 bi) | 10. Dinamarca (US$ 4,8 bi)"
c0185,paises,mundo,Quais os países com os juros mais altos?,FR.INR.LEND,2019,87,0.0155,"1. Argentina (67,3%) | 2. Madagascar (49,0%) | 3. Brasil (37,5%) | 4. Gâmbia (28,0%) | 5. República Democrática do Congo (26,7%) | 6. Malawi (25,7%) | 7. Uzbequistão (23,6%) | 8. Tajiquistão (23,5%) | 9. Ucrânia (19,8%) | 10. Angola (19,3%)"
c0186,paises,mundo,Quais os países com os juros mais baixos?,FR.INR.LEND,2019,87,0.0438,"1. Hungria (1,8%) | 2. Itália (2,6%) | 3. Suíça (2,6%) | 4. Noruega (3,2%) | 5. Bósnia e Herzegovina (3,3%) | 6. Coreia do Sul (3,4%) | 7. Israel (3,5%) | 8. Tchéquia (3,7%) | 9. Tailândia (4,1%) | 10. China (4,3%)"
c0187,paises,mundo,Em quais países a bolsa vale mais em relação à economia?,CM.MKT.LCAP.GD.ZS,2025,62,0.164,"1. África do Sul (327,2%) | 2. Índia (266,9%) | 3. Suíça (240,9%) | 4. Estados Unidos (224,0%) | 5. Canadá (199,2%) | 6. Arábia Saudita (184,7%) | 7. Japão (171,6%) | 8. Coreia do Sul (147,2%) | 9. Singapura (136,5%) | 10. Chile (136,2%)"
c0188,paises,mundo,Quais os países onde o governo mais gasta em relação à economia?,GC.XPN.TOTL.GD.ZS,2021,112,0.0092,"1. Grécia (54,8%) | 2. Áustria (50,0%) | 3. França (50,0%) | 4. Itália (49,7%) | 5. Eslovênia (46,6%) | 6. Reino Unido (42,9%) | 7. Portugal (42,5%) | 8. Eslováquia (42,4%) | 9. Hungria (42,3%) | 10. Países Baixos (41,8%)"
c0189,paises,mundo,Em quais países os 10% mais ricos ficam com a maior fatia da renda?,SI.DST.10TH.10,2021,77,0.0215,"1. Colômbia (43,7%) | 2. Brasil (41,5%) | 3. Panamá (39,3%) | 4. Costa Rica (37,2%) | 5. Equador (34,7%) | 6. Turquia (34,7%) | 7. República Centro-Africana (33,1%) | 8. Paraguai (33,1%) | 9. Kosovo (32,9%) | 10. Filipinas (32,5%)"
c0190,paises,África,Quais os países com mais mortes no trânsito na África?,SH.STA.TRAF.P5,2019,50,0.012,"1. Zimbábue (41,2) | 2. Libéria (38,9) | 3. Eritreia (37,9) | 4. República Centro-Africana (37,7) | 5. Sudão do Sul (36,7) | 6. Burundi (35,5) | 7. República Democrática do Congo (34,9) | 8. Namíbia (34,8) | 9. Essuatíni (33,5) | 10. Malawi (33,4)"
c0191,paises,Ásia,Quais os países com mais mortes no trânsito na Ásia?,SH.STA.TRAF.P5,2019,42,0.0196,"1. Arábia Saudita (35,9) | 2. Tailândia (32,2) | 3. Vietnã (30,6) | 4. Iêmen (29,4) | 5. Iraque (27,3) | 6. Coreia do Norte (24,2) | 7. Malásia (22,5) | 8. Irã (21,5) | 9. Mongólia (21,0) | 10. Mianmar (20,4)"
c0192,paises,mundo,Em quais países a maior fatia da população passa fome?,SN.ITK.DEFC.ZS,2023,142,0.0369,"1. Haiti (54,2%) | 2. Somália (53,2%) | 3. Madagascar (39,5%) | 4. Síria (39,0%) | 5. República Democrática do Congo (38,5%) | 6. Zâmbia (37,2%) | 7. Quênia (36,8%) | 8. Libéria (35,5%) | 9. Chade (32,0%) | 10. República Centro-Africana (29,8%)"
c0193,paises,África,Em quais países a maior fatia da população passa fome na África?,SN.ITK.DEFC.ZS,2023,45,0.0356,"1. Somália (53,2%) | 2. Madagascar (39,5%) | 3. República Democrática do Congo (38,5%) | 4. Zâmbia (37,2%) | 5. Quênia (36,8%) | 6. Libéria (35,5%) | 7. Chade (32,0%) | 8. República Centro-Africana (29,8%) | 9. República do Congo (26,4%) | 10. Gabão (25,3%)"
c0194,paises,Ásia,Em quais países a maior fatia da população passa fome na Ásia?,SN.ITK.DEFC.ZS,2023,35,0.119,"1. Síria (39,0%) | 2. Afeganistão (28,1%) | 3. Timor-Leste (18,7%) | 4. Paquistão (16,5%) | 5. Iraque (14,9%) | 6. Jordânia (14,3%) | 7. Índia (12,0%) | 8. Bangladesh (10,4%) | 9. Líbano (8,7%) | 10. Tajiquistão (8,4%)"
c0195,paises,Américas,Em quais países a maior fatia da população passa fome nas Américas?,SN.ITK.DEFC.ZS,2023,22,0.0339,"1. Haiti (54,2%) | 2. Bolívia (21,8%) | 3. Honduras (14,8%) | 4. Equador (12,1%) | 5. Guatemala (11,8%) | 6. Trindade e Tobago (11,2%) | 7. Jamaica (7,7%) | 8. Peru (6,9%) | 9. El Salvador (6,7%) | 10. Venezuela (5,9%)"
c0196,paises,mundo,Quais os países onde menos gente tem acesso a água potável?,SH.H2O.BASW.ZS,2024,151,0.0067,"1. República Democrática do Congo (35,7%) | 2. República Centro-Africana (36,5%) | 3. Sudão do Sul (39,7%) | 4. Burkina Faso (50,0%) | 5. Chade (52,2%) | 6. Papua-Nova Guiné (53,3%) | 7. Níger (53,4%) | 8. Madagascar (55,3%) | 9. Etiópia (55,6%) | 10. Ruanda (61,4%)"
c0197,paises,mundo,Quais os países com mais gravidez na adolescência?,SP.ADO.TFRT,2024,158,0.011,"1. República Centro-Africana (161,3) | 2. Guiné Equatorial (152,9) | 3. Moçambique (151,9) | 4. Níger (141,6) | 5. Angola (139,4) | 6. Mali (135,9) | 7. Chade (132,1) | 8. Madagascar (128,7) | 9. Libéria (124,7) | 10. Guiné (116,8)"
c0198,paises,mundo,Quais os países com menos gravidez na adolescência?,SP.ADO.TFRT,2024,158,0.2141,"1. Coreia do Norte (0,51) | 2. Coreia do Sul (0,53) | 3. Dinamarca (1,06) | 4. Noruega (1,28) | 5. Kuwait (1,43) | 6. Suíça (1,48) | 7. Japão (1,63) | 8. Suécia (1,70) | 9. Países Baixos (1,75) | 10. Singapura (2,21)"
c0199,paises,Europa,Quais os países com mais gravidez na adolescência na Europa?,SP.ADO.TFRT,2024,38,0.0217,"1. Bulgária (38,0) | 2. Romênia (32,8) | 3. Eslováquia (24,5) | 4. Moldávia (22,7) | 5. Hungria (17,4) | 6. Sérvia (13,1) | 7. Macedônia do Norte (12,4) | 8. Albânia (12,4) | 9. Rússia (12,2) | 10. Turquia (11,2)"
c0200,paises,África,Quais os países com mais gravidez na adolescência na África?,SP.ADO.TFRT,2024,50,0.011,"1. República Centro-Africana (161,3) | 2. Guiné Equatorial (152,9) | 3. Moçambique (151,9) | 4. Níger (141,6) | 5. Angola (139,4) | 6. Mali (135,9) | 7. Chade (132,1) | 8. Madagascar (128,7) | 9. Libéria (124,7) | 10. Guiné (116,8)"
c0201,paises,Ásia,Quais os países com mais gravidez na adolescência na Ásia?,SP.ADO.TFRT,2024,43,0.0852,"1. Laos (81,9) | 2. Iêmen (73,9) | 3. Bangladesh (70,8) | 4. Nepal (66,5) | 5. Afeganistão (61,5) | 6. Iraque (57,3) | 7. Camboja (47,3) | 8. Paquistão (39,9) | 9. Tajiquistão (39,4) | 10. Síria (38,6)"
c0202,paises,Américas,Quais os países com mais gravidez na adolescência nas Américas?,SP.ADO.TFRT,2024,24,0.0158,"1. Nicarágua (93,2) | 2. Honduras (81,3) | 3. Venezuela (73,2) | 4. Paraguai (70,2) | 5. Guatemala (67,9) | 6. Bolívia (64,4) | 7. México (59,3) | 8. Colômbia (58,4) | 9. Panamá (55,9) | 10. Equador (54,3)"
